date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:01	109/109	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Nov%202022%2019:45:00%20GMT	https://futbolparatodos.net/robots.txt		(from )
16:45:01	49067/49067	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Nov%202022%2019:45:00%20GMT	https://futbolparatodos.net/tn-todo-noticias-en-vivo/	C:/Mis%20lugares%20Web/TN/futbolparatodos.net/tn-todo-noticias-en-vivo/index.html	(from )
16:45:01	6275/6275	---MCZ	200	added ('OK')	application/javascript	etag:W/%226122bb48-1883%22	https://futbolparatodos.net/wp-content/plugins/w3-total-cache/pub/js/lazyload.min.js?x25675	C:/Mis%20lugares%20Web/TN/futbolparatodos.net/wp-content/plugins/w3-total-cache/pub/js/lazyload.min8a56.js	(from https://futbolparatodos.net/tn-todo-noticias-en-vivo/)
16:45:01	88932/88932	---MCZ	200	added ('OK')	text/css	etag:W/%2262cf346a-15b64%22	https://futbolparatodos.net/wp-includes/css/dist/block-library/style.min.css?x25675	C:/Mis%20lugares%20Web/TN/futbolparatodos.net/wp-includes/css/dist/block-library/style.min8a56.css	(from https://futbolparatodos.net/tn-todo-noticias-en-vivo/)
16:45:01	0/0	---M--	200	added ('OK')	text/css	etag:%22634f9bd2-b8%22	https://futbolparatodos.net/wp-content/plugins/quick-adsense-reloaded/includes/gutenberg/dist/blocks.style.build.css?x25675	C:/Mis%20lugares%20Web/TN/futbolparatodos.net/wp-content/plugins/quick-adsense-reloaded/includes/gutenberg/dist/blocks.style.build8a56.css	(from https://futbolparatodos.net/tn-todo-noticias-en-vivo/)
16:45:01	94393/94393	---MCZ	200	added ('OK')	text/css	etag:W/%2261226104-170b9%22	https://futbolparatodos.net/wp-content/themes/hueman/assets/front/css/main.min.css?x25675	C:/Mis%20lugares%20Web/TN/futbolparatodos.net/wp-content/themes/hueman/assets/front/css/main.min8a56.css	(from https://futbolparatodos.net/tn-todo-noticias-en-vivo/)
16:45:02	38944/38944	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261226104-9820%22	https://futbolparatodos.net/wp-content/themes/hueman/assets/front/js/libs/mobile-detect.min.js?x25675	C:/Mis%20lugares%20Web/TN/futbolparatodos.net/wp-content/themes/hueman/assets/front/js/libs/mobile-detect.min8a56.js	(from https://futbolparatodos.net/tn-todo-noticias-en-vivo/)
16:45:02	89521/89521	---MCZ	200	added ('OK')	application/javascript	etag:W/%226122bb1b-15db1%22	https://futbolparatodos.net/wp-includes/js/jquery/jquery.min.js?x25675	C:/Mis%20lugares%20Web/TN/futbolparatodos.net/wp-includes/js/jquery/jquery.min8a56.js	(from https://futbolparatodos.net/tn-todo-noticias-en-vivo/)
16:45:02	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%22604ee58a-2bd8%22	https://futbolparatodos.net/wp-includes/js/jquery/jquery-migrate.min.js?x25675	C:/Mis%20lugares%20Web/TN/futbolparatodos.net/wp-includes/js/jquery/jquery-migrate.min8a56.js	(from https://futbolparatodos.net/tn-todo-noticias-en-vivo/)
16:45:02	754/754	---M--	200	added ('OK')	image/png	etag:%22609b4cf0-2f2%22	https://futbolparatodos.net/wp-content/uploads/2021/05/fav.png?x25675	C:/Mis%20lugares%20Web/TN/futbolparatodos.net/wp-content/uploads/2021/05/fav8a56.png	(from https://futbolparatodos.net/tn-todo-noticias-en-vivo/)
